post_id,title,field_name,field_type,current_value_state,frontend_depends_on_fallback,seed_required,proposed_seed_source,no_copy_paste_risk,notes
85,Анорексия,service_general_program_intro_items,repeater,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_stages_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_stages_heading,text,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_stages_lead,textarea,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_stages_items,repeater,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_stages_support_heading,text,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_stages_support_items,repeater,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_corridor_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_corridor_image,image,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_corridor_image_alt,text,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_specialists_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_founder_quote_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_comfort_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_reviews_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_children_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_faq_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_faq_heading,text,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_faq_items,repeater,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
85,Анорексия,service_general_final_form_visible,true_false,empty,no,yes,page_title_or_neutral_demo,pass_if_no_alcohol_text,
