"group_id","phrase","tier","bid","rationale","source"
"CORV-G01-05","услуги по сопровождению 1с","T1","481","TIER_DEFAULT","retained_from_v6"
"CORV-G01-04","внедрение 1с","T2","450","PRIMARY","restored_by_scope_recovery"
"CORV-G01-04","внедренцы и программисты 1с","T2","430","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-03","настройка 1с","T2","450","PRIMARY","retained_from_v6"
"CORV-G01-03","программист 1с настройка","T2","429","TIER_DEFAULT","retained_from_v6"
"CORV-G01-08","ищу 1с программиста для разовой задачи","T2","440","TIER_DEFAULT","retained_from_v6"
"CORV-G01-08","разовая доработка 1с","T2","379","TIER_DEFAULT","retained_from_v6"
"CORV-G01-08","разовые работы 1с","T2","364","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","задачи 1с программиста","T1","539","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","найти программиста 1с","T1","524","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","нужен программист 1с","T1","509","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","отзыв программисту 1с","T1","494","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программа программист 1с","T1","479","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программист 1с","T1","464","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программист 1с предприятие","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программист 1с удаленно","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программист аналитик 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программист разработчик 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","программисты 1с спб","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","работать программистом 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","сколько зарабатывает программист 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","сколько программистов 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","стал программистом 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","стоимость 1с программисты","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","стоимость часа 1с программиста","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","технические задания программистам 1с","T1","450","TIER_DEFAULT","restored_by_scope_recovery"
"CORV-G01-01","услуги программиста 1с","T1","450","TIER_DEFAULT","retained_from_v6"
